TIPO_VIA;NOMBRE_VIA;NUMERO;RESTO;texto;entidades
CALLE;DEL ARALIA;n*39,;4-CTRO;CALLE DEL ARALIA n*39, 4-CTRO;('CALLE DEL ARALIA n*39, 4-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 22, 'NUMERO'), (23, 29, 'RESTO')]})
CALLE;DE ANGEL LUIS DE LA HERRAN;nr48;9IZDA;CALLE DE ANGEL LUIS DE LA HERRAN nr48 9IZDA;('CALLE DE ANGEL LUIS DE LA HERRAN nr48 9IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 32, 'NOMBRE_VIA'), (33, 37, 'NUMERO'), (38, 43, 'RESTO')]})
GLORIETA;DE PACO MARTINEZ SORIA;30,;3*IZDA;GLORIETA DE PACO MARTINEZ SORIA 30, 3*IZDA;('GLORIETA DE PACO MARTINEZ SORIA 30, 3*IZDA', {'entities': [(0, 8, 'TIPO_VIA'), (9, 31, 'NOMBRE_VIA'), (32, 35, 'NUMERO'), (36, 42, 'RESTO')]})
CALLE;DE TORDEGRILLOS;nr1;7*C;CALLE DE TORDEGRILLOS nr1 7*C;('CALLE DE TORDEGRILLOS nr1 7*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 25, 'NUMERO'), (26, 29, 'RESTO')]})
CALLE;DE TUDELA DE DUERO;nr26;4D;CALLE DE TUDELA DE DUERO nr26 4D;('CALLE DE TUDELA DE DUERO nr26 4D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 32, 'RESTO')]})
PASAJE;DE CAMARMA DE ESTERUELAS;n34;3 A;PASAJE DE CAMARMA DE ESTERUELAS n34 3 A;('PASAJE DE CAMARMA DE ESTERUELAS n34 3 A', {'entities': [(0, 6, 'TIPO_VIA'), (7, 31, 'NOMBRE_VIA'), (32, 35, 'NUMERO'), (36, 39, 'RESTO')]})
CALLE;DE LOS MANCHEGOS;nr1;3A;CALLE DE LOS MANCHEGOS nr1 3A;('CALLE DE LOS MANCHEGOS nr1 3A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 26, 'NUMERO'), (27, 29, 'RESTO')]})
CALLE;DE SAN GERVASIO;nº1,;1 D;CALLE DE SAN GERVASIO nº1, 1 D;('CALLE DE SAN GERVASIO nº1, 1 D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE FEDERICO MOMPOU;nº46;9 C;CALLE DE FEDERICO MOMPOU nº46 9 C;('CALLE DE FEDERICO MOMPOU nº46 9 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 33, 'RESTO')]})
CALLE;DE DON ALVARO DE BAZAN;nr43;10-CTRO;CALLE DE DON ALVARO DE BAZAN nr43 10-CTRO;('CALLE DE DON ALVARO DE BAZAN nr43 10-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 28, 'NOMBRE_VIA'), (29, 33, 'NUMERO'), (34, 41, 'RESTO')]})
PLAZA;DEL COLEGIO ATENEO POLITECNICO;nº47,;1*DCHA;PLAZA DEL COLEGIO ATENEO POLITECNICO nº47, 1*DCHA;('PLAZA DEL COLEGIO ATENEO POLITECNICO nº47, 1*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 36, 'NOMBRE_VIA'), (37, 42, 'NUMERO'), (43, 49, 'RESTO')]})
CALLE;DE ERIDANO;nº7;2-C;CALLE DE ERIDANO nº7 2-C;('CALLE DE ERIDANO nº7 2-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 20, 'NUMERO'), (21, 24, 'RESTO')]})
PASAJE;DE LORIGA;35;5D;PASAJE DE LORIGA 35 5D;('PASAJE DE LORIGA 35 5D', {'entities': [(0, 6, 'TIPO_VIA'), (7, 16, 'NOMBRE_VIA'), (17, 19, 'NUMERO'), (20, 22, 'RESTO')]})
CALLE;DE ASTORGA DE LAS CARCAVAS;n23;6ºA;CALLE DE ASTORGA DE LAS CARCAVAS n23 6ºA;('CALLE DE ASTORGA DE LAS CARCAVAS n23 6ºA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 32, 'NOMBRE_VIA'), (33, 36, 'NUMERO'), (37, 40, 'RESTO')]})
CALLE;DE FELIX RODRIGUEZ DE LA FUENTE;n20;3ºIZDA;CALLE DE FELIX RODRIGUEZ DE LA FUENTE n20 3ºIZDA;('CALLE DE FELIX RODRIGUEZ DE LA FUENTE n20 3ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 37, 'NOMBRE_VIA'), (38, 41, 'NUMERO'), (42, 48, 'RESTO')]})
CALLE;DE LOS SASTRES;n*20;5DCHA;CALLE DE LOS SASTRES n*20 5DCHA;('CALLE DE LOS SASTRES n*20 5DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 31, 'RESTO')]})
CALLE;DE BRUNO AYLLON;nº40;10DCHA;CALLE DE BRUNO AYLLON nº40 10DCHA;('CALLE DE BRUNO AYLLON nº40 10DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 33, 'RESTO')]})
CALLE;DEL GUADIANA;n16;1B;CALLE DEL GUADIANA n16 1B;('CALLE DEL GUADIANA n16 1B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 22, 'NUMERO'), (23, 25, 'RESTO')]})
PLAZA;DE ALCAUDETE;nº11,;3*D;PLAZA DE ALCAUDETE nº11, 3*D;('PLAZA DE ALCAUDETE nº11, 3*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 24, 'NUMERO'), (25, 28, 'RESTO')]})
CALLE;DEL MAR DE OMAN;n*26,;5*CTRO;CALLE DEL MAR DE OMAN n*26, 5*CTRO;('CALLE DEL MAR DE OMAN n*26, 5*CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 27, 'NUMERO'), (28, 34, 'RESTO')]})
CALLE;DE LA SIERRA DE PUERTO VIEJO;n*40;6*B;CALLE DE LA SIERRA DE PUERTO VIEJO n*40 6*B;('CALLE DE LA SIERRA DE PUERTO VIEJO n*40 6*B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 34, 'NOMBRE_VIA'), (35, 39, 'NUMERO'), (40, 43, 'RESTO')]})
CALLE;DEL KRIPTON;n*34;10-D;CALLE DEL KRIPTON n*34 10-D;('CALLE DEL KRIPTON n*34 10-D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 22, 'NUMERO'), (23, 27, 'RESTO')]})
CALLE;DEL HELECHO;n*13,;2 DCHA;CALLE DEL HELECHO n*13, 2 DCHA;('CALLE DEL HELECHO n*13, 2 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 23, 'NUMERO'), (24, 30, 'RESTO')]})
CALLE;DE EL YESERO;3,;9-B;CALLE DE EL YESERO 3, 9-B;('CALLE DE EL YESERO 3, 9-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DEL PUERTO DE SOLLUBE;nº8;8IZDA;CALLE DEL PUERTO DE SOLLUBE nº8 8IZDA;('CALLE DEL PUERTO DE SOLLUBE nº8 8IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 31, 'NUMERO'), (32, 37, 'RESTO')]})
CALLE;DE LOS LEÑEROS;n7;4 DCHA;CALLE DE LOS LEÑEROS n7 4 DCHA;('CALLE DE LOS LEÑEROS n7 4 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 23, 'NUMERO'), (24, 30, 'RESTO')]})
PLAZA;DE MENENDEZ PELAYO;n7,;5 DCHA;PLAZA DE MENENDEZ PELAYO n7, 5 DCHA;('PLAZA DE MENENDEZ PELAYO n7, 5 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 28, 'NUMERO'), (29, 35, 'RESTO')]})
CALLE;DE CACERES;3;3D;CALLE DE CACERES 3 3D;('CALLE DE CACERES 3 3D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 18, 'NUMERO'), (19, 21, 'RESTO')]})
PLAZA;DEL CONDE DE TORENO;7,;10*A;PLAZA DEL CONDE DE TORENO 7, 10*A;('PLAZA DEL CONDE DE TORENO 7, 10*A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 28, 'NUMERO'), (29, 33, 'RESTO')]})
CARRETERA;DE CANTO BLANCO;4,;5*B;CARRETERA DE CANTO BLANCO 4, 5*B;('CARRETERA DE CANTO BLANCO 4, 5*B', {'entities': [(0, 9, 'TIPO_VIA'), (10, 25, 'NOMBRE_VIA'), (26, 28, 'NUMERO'), (29, 32, 'RESTO')]})
CALLE;DE ROSARIO ACUÑA;n*6;3 D;CALLE DE ROSARIO ACUÑA n*6 3 D;('CALLE DE ROSARIO ACUÑA n*6 3 D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DEL CAÑAMAR;17;2-A;CALLE DEL CAÑAMAR 17 2-A;('CALLE DEL CAÑAMAR 17 2-A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 20, 'NUMERO'), (21, 24, 'RESTO')]})
PLAZA;DE CUZCO;nº41,;4-CTRO;PLAZA DE CUZCO nº41, 4-CTRO;('PLAZA DE CUZCO nº41, 4-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 20, 'NUMERO'), (21, 27, 'RESTO')]})
CALLE;DE LOS CABESTREROS;12;10 B;CALLE DE LOS CABESTREROS 12 10 B;('CALLE DE LOS CABESTREROS 12 10 B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 27, 'NUMERO'), (28, 32, 'RESTO')]})
CALLE;DE AGUAVIVA;nr29;6D;CALLE DE AGUAVIVA nr29 6D;('CALLE DE AGUAVIVA nr29 6D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 22, 'NUMERO'), (23, 25, 'RESTO')]})
CALLE;DE HERCE;n26;2 IZDA;CALLE DE HERCE n26 2 IZDA;('CALLE DE HERCE n26 2 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 18, 'NUMERO'), (19, 25, 'RESTO')]})
CALLE;DE VILLACID DE CAMPOS;50;7-IZDA;CALLE DE VILLACID DE CAMPOS 50 7-IZDA;('CALLE DE VILLACID DE CAMPOS 50 7-IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 30, 'NUMERO'), (31, 37, 'RESTO')]})
CALLE;DE CONCHITA MONTENEGRO;nº1;1 IZDA;CALLE DE CONCHITA MONTENEGRO nº1 1 IZDA;('CALLE DE CONCHITA MONTENEGRO nº1 1 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 28, 'NOMBRE_VIA'), (29, 32, 'NUMERO'), (33, 39, 'RESTO')]})
PLAZA;DE LOS PAJARONES;nr1;10-C;PLAZA DE LOS PAJARONES nr1 10-C;('PLAZA DE LOS PAJARONES nr1 10-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 26, 'NUMERO'), (27, 31, 'RESTO')]})
CALLE;DE LA ISLA DE LONG;nr35;9 DCHA;CALLE DE LA ISLA DE LONG nr35 9 DCHA;('CALLE DE LA ISLA DE LONG nr35 9 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 36, 'RESTO')]})
CALLE;DE VICENTE CABALLERO;nº6,;6*B;CALLE DE VICENTE CABALLERO nº6, 6*B;('CALLE DE VICENTE CABALLERO nº6, 6*B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 31, 'NUMERO'), (32, 35, 'RESTO')]})
CALLE;DE FERNANDEZ DE LOS RIOS;n16,;1ºA;CALLE DE FERNANDEZ DE LOS RIOS n16, 1ºA;('CALLE DE FERNANDEZ DE LOS RIOS n16, 1ºA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 39, 'RESTO')]})
CALLE;DE PILAR NOGUEIRO;nº25;4-D;CALLE DE PILAR NOGUEIRO nº25 4-D;('CALLE DE PILAR NOGUEIRO nº25 4-D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 28, 'NUMERO'), (29, 32, 'RESTO')]})
CALLE;DE EL BOSCO;nº48,;5 A;CALLE DE EL BOSCO nº48, 5 A;('CALLE DE EL BOSCO nº48, 5 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 23, 'NUMERO'), (24, 27, 'RESTO')]})
CALLE;DE JOSE DEL PRADO Y PALACIO;n*27,;10ºIZDA;CALLE DE JOSE DEL PRADO Y PALACIO n*27, 10ºIZDA;('CALLE DE JOSE DEL PRADO Y PALACIO n*27, 10ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 33, 'NOMBRE_VIA'), (34, 39, 'NUMERO'), (40, 47, 'RESTO')]})
CALLE;DE LAS CANTERAS DE TILLY;nº16;7-D;CALLE DE LAS CANTERAS DE TILLY nº16 7-D;('CALLE DE LAS CANTERAS DE TILLY nº16 7-D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 39, 'RESTO')]})
PLAZA;DE MARIANO LANUZA;35;8*B;PLAZA DE MARIANO LANUZA 35 8*B;('PLAZA DE MARIANO LANUZA 35 8*B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE CARPIO Y TORTA;n*13;5 D;CALLE DE CARPIO Y TORTA n*13 5 D;('CALLE DE CARPIO Y TORTA n*13 5 D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 28, 'NUMERO'), (29, 32, 'RESTO')]})
AVENIDA;DE SALMEDINA;8;4ºIZDA;AVENIDA DE SALMEDINA 8 4ºIZDA;('AVENIDA DE SALMEDINA 8 4ºIZDA', {'entities': [(0, 7, 'TIPO_VIA'), (8, 20, 'NOMBRE_VIA'), (21, 22, 'NUMERO'), (23, 29, 'RESTO')]})
CALLE;DE GASCUEÑA;nr3;1*C;CALLE DE GASCUEÑA nr3 1*C;('CALLE DE GASCUEÑA nr3 1*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CARRETERA;DE ALCOBENDAS;n28;8*B;CARRETERA DE ALCOBENDAS n28 8*B;('CARRETERA DE ALCOBENDAS n28 8*B', {'entities': [(0, 9, 'TIPO_VIA'), (10, 23, 'NOMBRE_VIA'), (24, 27, 'NUMERO'), (28, 31, 'RESTO')]})
PLAZA;DE SEGOVIA NUEVA;20;1-C;PLAZA DE SEGOVIA NUEVA 20 1-C;('PLAZA DE SEGOVIA NUEVA 20 1-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 25, 'NUMERO'), (26, 29, 'RESTO')]})
CALLE;DE LA ISLA DE JAMAICA;n*23;4-CTRO;CALLE DE LA ISLA DE JAMAICA n*23 4-CTRO;('CALLE DE LA ISLA DE JAMAICA n*23 4-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 32, 'NUMERO'), (33, 39, 'RESTO')]})
CALLE;DEL NENUFAR;n21;1IZDA;CALLE DEL NENUFAR n21 1IZDA;('CALLE DEL NENUFAR n21 1IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 21, 'NUMERO'), (22, 27, 'RESTO')]})
CALLE;DE DANIEL SEGOVIA;19;7C;CALLE DE DANIEL SEGOVIA 19 7C;('CALLE DE DANIEL SEGOVIA 19 7C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 26, 'NUMERO'), (27, 29, 'RESTO')]})
CALLE;DE ALEJANDRO MORAN;n21;2IZDA;CALLE DE ALEJANDRO MORAN n21 2IZDA;('CALLE DE ALEJANDRO MORAN n21 2IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 28, 'NUMERO'), (29, 34, 'RESTO')]})
CALLE;DE CARLOS LATORRE;nr8;8-D;CALLE DE CARLOS LATORRE nr8 8-D;('CALLE DE CARLOS LATORRE nr8 8-D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 27, 'NUMERO'), (28, 31, 'RESTO')]})
CALLE;DE SANLUCAR DE BARRAMEDA;nº25,;8ºCTRO;CALLE DE SANLUCAR DE BARRAMEDA nº25, 8ºCTRO;('CALLE DE SANLUCAR DE BARRAMEDA nº25, 8ºCTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 36, 'NUMERO'), (37, 43, 'RESTO')]})
CALLE;DE JAVIER DE BURGOS;n*49,;5DCHA;CALLE DE JAVIER DE BURGOS n*49, 5DCHA;('CALLE DE JAVIER DE BURGOS n*49, 5DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 31, 'NUMERO'), (32, 37, 'RESTO')]})
CALLE;DE VALDEYEROS;n*32;6 CTRO;CALLE DE VALDEYEROS n*32 6 CTRO;('CALLE DE VALDEYEROS n*32 6 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 24, 'NUMERO'), (25, 31, 'RESTO')]})
CALLE;DE ANTONIO VICO;nr4;6C;CALLE DE ANTONIO VICO nr4 6C;('CALLE DE ANTONIO VICO nr4 6C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 25, 'NUMERO'), (26, 28, 'RESTO')]})
PLAZA;DE LA MORERIA;nº8;4 DCHA;PLAZA DE LA MORERIA nº8 4 DCHA;('PLAZA DE LA MORERIA nº8 4 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 30, 'RESTO')]})
CALLE;DE CUEVAS DEL ALMANZORA;7;1-DCHA;CALLE DE CUEVAS DEL ALMANZORA 7 1-DCHA;('CALLE DE CUEVAS DEL ALMANZORA 7 1-DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 29, 'NOMBRE_VIA'), (30, 31, 'NUMERO'), (32, 38, 'RESTO')]})
CALLEJÓN;DE CAVANILLES;nº23;4 A;CALLEJÓN DE CAVANILLES nº23 4 A;('CALLEJÓN DE CAVANILLES nº23 4 A', {'entities': [(0, 8, 'TIPO_VIA'), (9, 22, 'NOMBRE_VIA'), (23, 27, 'NUMERO'), (28, 31, 'RESTO')]})
CALLE;DE MANUEL MONTILLA;3,;7CTRO;CALLE DE MANUEL MONTILLA 3, 7CTRO;('CALLE DE MANUEL MONTILLA 3, 7CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 27, 'NUMERO'), (28, 33, 'RESTO')]})
CALLE;DE MARIA MARTINEZ;n*44;4DCHA;CALLE DE MARIA MARTINEZ n*44 4DCHA;('CALLE DE MARIA MARTINEZ n*44 4DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 28, 'NUMERO'), (29, 34, 'RESTO')]})
CALLE;DE LANUZA;nº16,;4-DCHA;CALLE DE LANUZA nº16, 4-DCHA;('CALLE DE LANUZA nº16, 4-DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 21, 'NUMERO'), (22, 28, 'RESTO')]})
CALLE;DE ALMONTE;n*36;4D;CALLE DE ALMONTE n*36 4D;('CALLE DE ALMONTE n*36 4D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 24, 'RESTO')]})
CALLE;DEL CACHERO;nr9;2-B;CALLE DEL CACHERO nr9 2-B;('CALLE DEL CACHERO nr9 2-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DEL TRANVIA BLANCO;n*48,;2 B;CALLE DEL TRANVIA BLANCO n*48, 2 B;('CALLE DEL TRANVIA BLANCO n*48, 2 B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 30, 'NUMERO'), (31, 34, 'RESTO')]})
CALLE;DEL TORMES;n*39;9-DCHA;CALLE DEL TORMES n*39 9-DCHA;('CALLE DEL TORMES n*39 9-DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 28, 'RESTO')]})
CALLE;DE ALISEDA;nº41;2*CTRO;CALLE DE ALISEDA nº41 2*CTRO;('CALLE DE ALISEDA nº41 2*CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 28, 'RESTO')]})
CALLE;DE LUZ CASANOVA;n*39,;3*IZDA;CALLE DE LUZ CASANOVA n*39, 3*IZDA;('CALLE DE LUZ CASANOVA n*39, 3*IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 27, 'NUMERO'), (28, 34, 'RESTO')]})
CALLE;DE FERNANDO CHUECA GOITIA;n24,;3ºIZDA;CALLE DE FERNANDO CHUECA GOITIA n24, 3ºIZDA;('CALLE DE FERNANDO CHUECA GOITIA n24, 3ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 31, 'NOMBRE_VIA'), (32, 36, 'NUMERO'), (37, 43, 'RESTO')]})
CALLE;DE SARRE;n32;10ºC;CALLE DE SARRE n32 10ºC;('CALLE DE SARRE n32 10ºC', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 18, 'NUMERO'), (19, 23, 'RESTO')]})
CALLE;DE LOS SIETE PICOS;n7;8*C;CALLE DE LOS SIETE PICOS n7 8*C;('CALLE DE LOS SIETE PICOS n7 8*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 27, 'NUMERO'), (28, 31, 'RESTO')]})
CALLE;DE NARVAEZ;nº38;7 C;CALLE DE NARVAEZ nº38 7 C;('CALLE DE NARVAEZ nº38 7 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DE OCTUBRE;nº33;6 DCHA;CALLE DE OCTUBRE nº33 6 DCHA;('CALLE DE OCTUBRE nº33 6 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 28, 'RESTO')]})
CALLE;DE PUNTALLANA;20;3B;CALLE DE PUNTALLANA 20 3B;('CALLE DE PUNTALLANA 20 3B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 22, 'NUMERO'), (23, 25, 'RESTO')]})
PLAZA;DEL CONDE DE ELETA;nr38;6*A;PLAZA DEL CONDE DE ELETA nr38 6*A;('PLAZA DEL CONDE DE ELETA nr38 6*A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 33, 'RESTO')]})
CALLE;DEL CRISANTEMO;n*17,;7 D;CALLE DEL CRISANTEMO n*17, 7 D;('CALLE DEL CRISANTEMO n*17, 7 D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 26, 'NUMERO'), (27, 30, 'RESTO')]})
TRAVESÍA;DE PEREZ DE VICTORIA;nº35;1-CTRO;TRAVESÍA DE PEREZ DE VICTORIA nº35 1-CTRO;('TRAVESÍA DE PEREZ DE VICTORIA nº35 1-CTRO', {'entities': [(0, 8, 'TIPO_VIA'), (9, 29, 'NOMBRE_VIA'), (30, 34, 'NUMERO'), (35, 41, 'RESTO')]})
CALLE;DE EL LUCERO DEL ALBA;50,;3 CTRO;CALLE DE EL LUCERO DEL ALBA 50, 3 CTRO;('CALLE DE EL LUCERO DEL ALBA 50, 3 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 31, 'NUMERO'), (32, 38, 'RESTO')]})
CALLE;DE FRANCISCO DEL POZO;n39;9 DCHA;CALLE DE FRANCISCO DEL POZO n39 9 DCHA;('CALLE DE FRANCISCO DEL POZO n39 9 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 31, 'NUMERO'), (32, 38, 'RESTO')]})
CALLE;DE JOSE GUTIERREZ ABASCAL;n33;9 DCHA;CALLE DE JOSE GUTIERREZ ABASCAL n33 9 DCHA;('CALLE DE JOSE GUTIERREZ ABASCAL n33 9 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 31, 'NOMBRE_VIA'), (32, 35, 'NUMERO'), (36, 42, 'RESTO')]})
CALLE;DE LA VIRGEN DE NURIA;nr32;4 A;CALLE DE LA VIRGEN DE NURIA nr32 4 A;('CALLE DE LA VIRGEN DE NURIA nr32 4 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 32, 'NUMERO'), (33, 36, 'RESTO')]})
PLAZA;DE ARMILLA;nº7;2IZDA;PLAZA DE ARMILLA nº7 2IZDA;('PLAZA DE ARMILLA nº7 2IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 20, 'NUMERO'), (21, 26, 'RESTO')]})
CALLE;DEL DOBLER;n5,;2 IZDA;CALLE DEL DOBLER n5, 2 IZDA;('CALLE DEL DOBLER n5, 2 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 20, 'NUMERO'), (21, 27, 'RESTO')]})
CALLE;DE LUIS DE SALAZAR;21;9*D;CALLE DE LUIS DE SALAZAR 21 9*D;('CALLE DE LUIS DE SALAZAR 21 9*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 27, 'NUMERO'), (28, 31, 'RESTO')]})
